image_path,label
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0034.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0035.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0036.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0037.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0038.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0039.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0040.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0041.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0042.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0043.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0044.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0045.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0046.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0047.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0048.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0049.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0050.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0051.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0052.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0053.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0054.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0055.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0056.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0057.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0058.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0059.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0060.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0061.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0062.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0063.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0064.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0065.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0066.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0067.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0068.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0069.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0070.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0071.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0072.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0073.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0074.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0075.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0076.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0077.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0078.jpg,loide
C:\Users\rafae\Documents\Projetos\Santander Ciência de Dados\desafios_de_codigo\Machine_learning\debi_e_loide\pasta_loide_dataset\loide_0079.jpg,loide
